cluster,length,occurences_pl,occurences_en,frequency_pl,frequency_en,total_frequency,relative_frequency
mpsw,4,0,1,0.000000,0.000071,0.000071,0.000000
mpsθ,4,0,1,0.000000,0.000071,0.000071,0.000000
mpsθr,5,0,1,0.000000,0.000071,0.000071,0.000000
mpt,3,4,62,0.000255,0.004382,0.004636,0.054928
mptb,4,0,1,0.000000,0.000071,0.000071,0.000000
mptf,4,0,2,0.000000,0.000141,0.000141,0.000000
mptfr,5,0,1,0.000000,0.000071,0.000071,0.000000
mptl,4,0,2,0.000000,0.000141,0.000141,0.000000
mpts,4,0,1,0.000000,0.000071,0.000071,0.000000
mptt,4,0,4,0.000000,0.000283,0.000283,0.000000
mptð,4,0,1,0.000000,0.000071,0.000071,0.000000
mpt͡s,3,41,3,0.002610,0.000212,0.002822,0.924879
mpt͡sj,4,2,0,0.000127,0.000000,0.000127,1.000000
mpt͡st,4,0,3,0.000000,0.000212,0.000212,0.000000
mpt͡ʃ,3,7,0,0.000446,0.000000,0.000446,1.000000
mpw,3,28,2,0.001783,0.000141,0.001924,0.926537
mpwt͡ʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
mpð,3,0,1,0.000000,0.000071,0.000071,0.000000
mpɲ,3,47,0,0.002992,0.000000,0.002992,1.000000
mpʃ,3,247,4,0.015725,0.000283,0.016008,0.982341
mpʃl,4,1,0,0.000064,0.000000,0.000064,1.000000
mpθ,3,0,1,0.000000,0.000071,0.000071,0.000000
mpθr,4,0,1,0.000000,0.000071,0.000071,0.000000
mr,2,350,41,0.022283,0.002898,0.025181,0.884930
ms,2,670,198,0.042656,0.013993,0.056649,0.752989
msf,3,32,0,0.002037,0.000000,0.002037,1.000000
msfl,4,1,0,0.000064,0.000000,0.000064,1.000000
msk,3,67,8,0.004266,0.000565,0.004831,0.882970
mskf,4,1,0,0.000064,0.000000,0.000064,1.000000
mskl,4,2,0,0.000127,0.000000,0.000127,1.000000
mskr,4,5,1,0.000318,0.000071,0.000389,0.818326
mskw,4,6,1,0.000382,0.000071,0.000453,0.843878
mskʃ,4,3,0,0.000191,0.000000,0.000191,1.000000
msl,3,2,2,0.000127,0.000141,0.000269,0.473926
msm,3,5,7,0.000318,0.000495,0.000813,0.391535
msn,3,1,1,0.000064,0.000071,0.000134,0.473926
msp,3,125,5,0.007958,0.000353,0.008312,0.957486
mspl,4,2,0,0.000127,0.000000,0.000127,1.000000
mspr,4,27,0,0.001719,0.000000,0.001719,1.000000
mspw,4,2,0,0.000127,0.000000,0.000127,1.000000
mspʃ,4,15,0,0.000955,0.000000,0.000955,1.000000
mss,3,4,0,0.000255,0.000000,0.000255,1.000000
mst,3,229,23,0.014579,0.001625,0.016205,0.899695
mstf,4,15,0,0.000955,0.000000,0.000955,1.000000
mstr,4,92,5,0.005857,0.000353,0.006211,0.943104
mstʃ,4,2,0,0.000127,0.000000,0.000127,1.000000
mst͡s,3,2,0,0.000127,0.000000,0.000127,1.000000
mst͡ʃ,3,2,0,0.000127,0.000000,0.000127,1.000000
msw,3,14,4,0.000891,0.000283,0.001174,0.759213
msʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
mt,2,375,198,0.023875,0.013993,0.037868,0.630478
mtf,3,10,0,0.000637,0.000000,0.000637,1.000000
mtl,3,2,0,0.000127,0.000000,0.000127,1.000000
mtr,3,29,17,0.001846,0.001201,0.003048,0.605800
mtrv,4,2,0,0.000127,0.000000,0.000127,1.000000
mtw,3,1,1,0.000064,0.000071,0.000134,0.473926
mtð,3,0,1,0.000000,0.000071,0.000071,0.000000
mtʃ,3,9,0,0.000573,0.000000,0.000573,1.000000
mt͡s,2,93,0,0.005921,0.000000,0.005921,1.000000
mt͡sl,3,2,0,0.000127,0.000000,0.000127,1.000000
mt͡sm,3,2,0,0.000127,0.000000,0.000127,1.000000
mt͡st͡s,3,2,0,0.000127,0.000000,0.000127,1.000000
mt͡st͡sr,4,1,0,0.000064,0.000000,0.000064,1.000000
mt͡ʃ,2,224,9,0.014261,0.000636,0.014897,0.957305
mt͡ʃt,3,3,0,0.000191,0.000000,0.000191,1.000000
mt͡ʃt͡ʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
mt͡ʃw,3,24,0,0.001528,0.000000,0.001528,1.000000
mt͡ʃʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
mv,2,520,7,0.033106,0.000495,0.033601,0.985277
mvb,3,7,0,0.000446,0.000000,0.000446,1.000000
mvbr,4,1,0,0.000064,0.000000,0.000064,1.000000
mvd,3,9,0,0.000573,0.000000,0.000573,1.000000
mvdr,4,1,0,0.000064,0.000000,0.000064,1.000000
mvdw,4,1,0,0.000064,0.000000,0.000064,1.000000
mvdɲ,4,1,0,0.000064,0.000000,0.000064,1.000000
mvdʒ,4,2,0,0.000127,0.000000,0.000127,1.000000
mvdʒv,5,2,0,0.000127,0.000000,0.000127,1.000000
mvd͡ʒ,3,1,0,0.000064,0.000000,0.000064,1.000000
mvg,3,5,0,0.000318,0.000000,0.000318,1.000000
mvgd,4,1,0,0.000064,0.000000,0.000064,1.000000
mvgr,4,1,0,0.000064,0.000000,0.000064,1.000000
mvgw,4,1,0,0.000064,0.000000,0.000064,1.000000
mvgɲ,4,1,0,0.000064,0.000000,0.000064,1.000000
mvj,3,1,1,0.000064,0.000071,0.000134,0.473926
mvl,3,7,0,0.000446,0.000000,0.000446,1.000000
mvm,3,10,0,0.000637,0.000000,0.000637,1.000000
mvmd,4,1,0,0.000064,0.000000,0.000064,1.000000
mvmdw,5,1,0,0.000064,0.000000,0.000064,1.000000
mvmg,4,1,0,0.000064,0.000000,0.000064,1.000000
mvmgl,5,1,0,0.000064,0.000000,0.000064,1.000000
mvn,3,6,0,0.000382,0.000000,0.000382,1.000000
mvr,3,32,0,0.002037,0.000000,0.002037,1.000000
mvv,3,7,0,0.000446,0.000000,0.000446,1.000000
mvw,3,21,0,0.001337,0.000000,0.001337,1.000000
mvz,3,32,0,0.002037,0.000000,0.002037,1.000000
mvzb,4,1,0,0.000064,0.000000,0.000064,1.000000
mvzd,4,4,0,0.000255,0.000000,0.000255,1.000000
mvzdw,5,4,0,0.000255,0.000000,0.000255,1.000000
mvzg,4,9,0,0.000573,0.000000,0.000573,1.000000
mvzgl,5,9,0,0.000573,0.000000,0.000573,1.000000
mvzr,4,7,0,0.000446,0.000000,0.000446,1.000000
mvzɣ,4,3,0,0.000191,0.000000,0.000191,1.000000
mvzɲ,4,1,0,0.000064,0.000000,0.000064,1.000000
mvɣ,3,3,0,0.000191,0.000000,0.000191,1.000000
mvɲ,3,6,0,0.000382,0.000000,0.000382,1.000000
mvʒ,3,6,0,0.000382,0.000000,0.000382,1.000000
mw,2,243,196,0.015471,0.013852,0.029322,0.527611
mx,2,12,0,0.000764,0.000000,0.000764,1.000000
mxt͡s,3,3,0,0.000191,0.000000,0.000191,1.000000
mxt͡ʃ,3,9,0,0.000573,0.000000,0.000573,1.000000
mz,2,548,393,0.034889,0.027774,0.062663,0.556773
mzb,3,24,9,0.001528,0.000636,0.002164,0.706083
mzbl,4,2,0,0.000127,0.000000,0.000127,1.000000
mzbr,4,1,1,0.000064,0.000071,0.000134,0.473926
mzd,3,47,6,0.002992,0.000424,0.003416,0.875882
mzdj,4,6,0,0.000382,0.000000,0.000382,1.000000
mzdr,4,6,0,0.000382,0.000000,0.000382,1.000000
mzdv,4,4,0,0.000255,0.000000,0.000255,1.000000
mzdvv,5,1,0,0.000064,0.000000,0.000064,1.000000
mzdɲ,4,1,0,0.000064,0.000000,0.000064,1.000000
mzd͡ʒ,3,1,1,0.000064,0.000071,0.000134,0.473926
mzd͡ʒv,4,1,0,0.000064,0.000000,0.000064,1.000000
mzf,3,0,15,0.000000,0.001060,0.001060,0.000000
mzfr,4,0,5,0.000000,0.000353,0.000353,0.000000
mzg,3,18,1,0.001146,0.000071,0.001217,0.941913
mzgr,4,3,0,0.000191,0.000000,0.000191,1.000000
mzgw,4,7,0,0.000446,0.000000,0.000446,1.000000
mzgz,4,1,0,0.000064,0.000000,0.000064,1.000000
mzh,3,0,8,0.000000,0.000565,0.000565,0.000000
mzj,3,7,6,0.000446,0.000424,0.000870,0.512437
mzk,3,0,9,0.000000,0.000636,0.000636,0.000000
mzkl,4,0,1,0.000000,0.000071,0.000071,0.000000
mzkr,4,0,2,0.000000,0.000141,0.000141,0.000000
mzl,3,7,7,0.000446,0.000495,0.000940,0.473926
mzm,3,21,4,0.001337,0.000283,0.001620,0.825467
mzmr,4,1,0,0.000064,0.000000,0.000064,1.000000
mzmɲ,4,4,0,0.000255,0.000000,0.000255,1.000000
mzn,3,29,6,0.001846,0.000424,0.002270,0.813231
mzp,3,0,6,0.000000,0.000424,0.000424,0.000000
mzpl,4,0,2,0.000000,0.000141,0.000141,0.000000
mzr,3,17,7,0.001082,0.000495,0.001577,0.686307
mzs,3,0,5,0.000000,0.000353,0.000353,0.000000
mzsp,4,0,1,0.000000,0.000071,0.000071,0.000000
mzspr,5,0,1,0.000000,0.000071,0.000071,0.000000
mzst,4,0,2,0.000000,0.000141,0.000141,0.000000
mzt,3,0,22,0.000000,0.001555,0.001555,0.000000
mztr,4,0,1,0.000000,0.000071,0.000071,0.000000
mzv,3,37,4,0.002356,0.000283,0.002638,0.892854
mzvl,4,1,0,0.000064,0.000000,0.000064,1.000000
mzvr,4,4,0,0.000255,0.000000,0.000255,1.000000
mzvw,4,1,0,0.000064,0.000000,0.000064,1.000000
mzw,3,5,21,0.000318,0.001484,0.001802,0.176611
mzz,3,6,1,0.000382,0.000071,0.000453,0.843878
mzzɣ,4,1,0,0.000064,0.000000,0.000064,1.000000
mzð,3,0,17,0.000000,0.001201,0.001201,0.000000
mzɣ,3,4,0,0.000255,0.000000,0.000255,1.000000
mzɲ,3,20,0,0.001273,0.000000,0.001273,1.000000
mzʃ,3,0,3,0.000000,0.000212,0.000212,0.000000
mzʒ,3,4,0,0.000255,0.000000,0.000255,1.000000
mð,2,0,201,0.000000,0.014205,0.014205,0.000000
mɣ,2,81,0,0.005157,0.000000,0.005157,1.000000
mɣl,3,6,0,0.000382,0.000000,0.000382,1.000000
mɣr,3,3,0,0.000191,0.000000,0.000191,1.000000
mɣv,3,2,0,0.000127,0.000000,0.000127,1.000000
mɣw,3,10,0,0.000637,0.000000,0.000637,1.000000
mɲ,2,834,0,0.053097,0.000000,0.053097,1.000000
mʃ,2,395,22,0.025148,0.001555,0.026703,0.941775
mʃf,3,1,0,0.000064,0.000000,0.000064,1.000000
mʃj,3,1,0,0.000064,0.000000,0.000064,1.000000
mʃk,3,10,0,0.000637,0.000000,0.000637,1.000000
mʃkl,4,1,0,0.000064,0.000000,0.000064,1.000000
mʃkr,4,1,0,0.000064,0.000000,0.000064,1.000000
mʃl,3,9,0,0.000573,0.000000,0.000573,1.000000
mʃm,3,10,0,0.000637,0.000000,0.000637,1.000000
mʃn,3,1,0,0.000064,0.000000,0.000064,1.000000
mʃp,3,5,0,0.000318,0.000000,0.000318,1.000000
mʃr,3,12,0,0.000764,0.000000,0.000764,1.000000
mʃs,3,4,0,0.000255,0.000000,0.000255,1.000000
mʃsf,4,2,0,0.000127,0.000000,0.000127,1.000000
mʃsp,4,1,0,0.000064,0.000000,0.000064,1.000000
mʃt,3,7,0,0.000446,0.000000,0.000446,1.000000
mʃtf,4,1,0,0.000064,0.000000,0.000064,1.000000
mʃtr,4,1,0,0.000064,0.000000,0.000064,1.000000
mʃt͡s,3,2,0,0.000127,0.000000,0.000127,1.000000
mʃt͡ʃ,3,13,0,0.000828,0.000000,0.000828,1.000000
mʃɲ,3,6,0,0.000382,0.000000,0.000382,1.000000
mʃʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
mʒ,2,138,0,0.008786,0.000000,0.008786,1.000000
mʒd,3,4,0,0.000255,0.000000,0.000255,1.000000
mʒdl,4,1,0,0.000064,0.000000,0.000064,1.000000
mʒl,3,1,0,0.000064,0.000000,0.000064,1.000000
mʒr,3,1,0,0.000064,0.000000,0.000064,1.000000
mʒv,3,52,0,0.003311,0.000000,0.003311,1.000000
mθ,2,0,145,0.000000,0.010247,0.010247,0.000000
mθr,3,0,3,0.000000,0.000212,0.000212,0.000000
nb,2,84,305,0.005348,0.021555,0.026903,0.198788
nbj,3,0,1,0.000000,0.000071,0.000071,0.000000
nbl,3,1,32,0.000064,0.002261,0.002325,0.027381
nbr,3,1,33,0.000064,0.002332,0.002396,0.026574
nbw,3,2,0,0.000127,0.000000,0.000127,1.000000
nbʒ,3,1,0,0.000064,0.000000,0.000064,1.000000
nd,2,748,4591,0.047622,0.324452,0.372074,0.127991
ndb,3,17,136,0.001082,0.009611,0.010694,0.101212
ndbl,4,1,33,0.000064,0.002332,0.002396,0.026574
ndbr,4,0,14,0.000000,0.000989,0.000989,0.000000
ndbʒ,4,1,0,0.000064,0.000000,0.000064,1.000000
ndbʒm,5,1,0,0.000064,0.000000,0.000064,1.000000
ndd,3,14,92,0.000891,0.006502,0.007393,0.120562
nddj,4,0,3,0.000000,0.000212,0.000212,0.000000
nddl,4,2,0,0.000127,0.000000,0.000127,1.000000
nddr,4,1,17,0.000064,0.001201,0.001265,0.050326
ndd͡ʒ,3,0,28,0.000000,0.001979,0.001979,0.000000
ndf,3,0,116,0.000000,0.008198,0.008198,0.000000
ndfj,4,0,2,0.000000,0.000141,0.000141,0.000000
ndfl,4,0,9,0.000000,0.000636,0.000636,0.000000
ndfr,4,0,16,0.000000,0.001131,0.001131,0.000000
ndg,3,3,58,0.000191,0.004099,0.004290,0.044522
ndgl,4,0,4,0.000000,0.000283,0.000283,0.000000
ndgr,4,0,15,0.000000,0.001060,0.001060,0.000000
ndgw,4,1,0,0.000064,0.000000,0.000064,1.000000
ndh,3,0,178,0.000000,0.012580,0.012580,0.000000
ndhj,4,0,1,0.000000,0.000071,0.000071,0.000000
ndj,3,22,85,0.001401,0.006007,0.007408,0.189080
ndk,3,0,116,0.000000,0.008198,0.008198,0.000000
ndkl,4,0,13,0.000000,0.000919,0.000919,0.000000
ndkr,4,0,15,0.000000,0.001060,0.001060,0.000000
ndkw,4,0,3,0.000000,0.000212,0.000212,0.000000
ndl,3,61,104,0.003884,0.007350,0.011233,0.345719
ndm,3,1,109,0.000064,0.007703,0.007767,0.008197
ndmj,4,0,3,0.000000,0.000212,0.000212,0.000000
ndn,3,1,54,0.000064,0.003816,0.003880,0.016409
ndnj,4,0,2,0.000000,0.000141,0.000141,0.000000
ndp,3,0,118,0.000000,0.008339,0.008339,0.000000
ndpl,4,0,29,0.000000,0.002049,0.002049,0.000000
ndpr,4,0,21,0.000000,0.001484,0.001484,0.000000
ndr,3,27,159,0.001719,0.011237,0.012956,0.132681
nds,3,0,227,0.000000,0.016042,0.016042,0.000000
ndsk,4,0,18,0.000000,0.001272,0.001272,0.000000
ndskr,5,0,3,0.000000,0.000212,0.000212,0.000000
ndskw,5,0,2,0.000000,0.000141,0.000141,0.000000
ndsl,4,0,6,0.000000,0.000424,0.000424,0.000000
ndsm,4,0,13,0.000000,0.000919,0.000919,0.000000
ndsn,4,0,1,0.000000,0.000071,0.000071,0.000000
ndsp,4,0,9,0.000000,0.000636,0.000636,0.000000
ndspr,5,0,2,0.000000,0.000141,0.000141,0.000000
ndst,4,0,46,0.000000,0.003251,0.003251,0.000000
ndstr,5,0,9,0.000000,0.000636,0.000636,0.000000
ndsw,4,0,8,0.000000,0.000565,0.000565,0.000000
ndt,3,0,159,0.000000,0.011237,0.011237,0.000000
ndtj,4,0,1,0.000000,0.000071,0.000071,0.000000
ndtr,4,0,26,0.000000,0.001837,0.001837,0.000000
ndtw,4,0,3,0.000000,0.000212,0.000212,0.000000
ndt͡ʃ,3,0,15,0.000000,0.001060,0.001060,0.000000
ndv,3,18,12,0.001146,0.000848,0.001994,0.574705
ndvd,4,2,0,0.000127,0.000000,0.000127,1.000000
ndvdr,5,1,0,0.000064,0.000000,0.000064,1.000000
ndvw,4,3,0,0.000191,0.000000,0.000191,1.000000
ndvz,4,1,0,0.000064,0.000000,0.000064,1.000000
ndvɣ,4,1,0,0.000064,0.000000,0.000064,1.000000
ndvʒ,4,1,0,0.000064,0.000000,0.000064,1.000000
ndw,3,2,249,0.000127,0.017597,0.017725,0.007184
ndz,3,15,22,0.000955,0.001555,0.002510,0.380510
ndzd͡ʒ,4,1,0,0.000064,0.000000,0.000064,1.000000
ndzf,4,0,3,0.000000,0.000212,0.000212,0.000000
ndzg,4,1,0,0.000064,0.000000,0.000064,1.000000
ndzk,4,0,1,0.000000,0.000071,0.000071,0.000000
ndzn,4,2,0,0.000127,0.000000,0.000127,1.000000
ndzp,4,0,4,0.000000,0.000283,0.000283,0.000000
ndzpl,5,0,3,0.000000,0.000212,0.000212,0.000000
ndzs,4,0,2,0.000000,0.000141,0.000141,0.000000
ndzt,4,0,2,0.000000,0.000141,0.000141,0.000000
ndzt͡ʃ,4,0,1,0.000000,0.000071,0.000071,0.000000
ndzw,4,1,5,0.000064,0.000353,0.000417,0.152668
ndzð,4,0,2,0.000000,0.000141,0.000141,0.000000
ndð,3,0,357,0.000000,0.025230,0.025230,0.000000
ndɣ,3,5,0,0.000318,0.000000,0.000318,1.000000
ndɣr,4,1,0,0.000064,0.000000,0.000064,1.000000
ndʃ,3,0,34,0.000000,0.002403,0.002403,0.000000
ndʃr,4,0,1,0.000000,0.000071,0.000071,0.000000
ndʒ,3,44,0,0.002801,0.000000,0.002801,1.000000
nd͡z,2,2,229,0.000127,0.016184,0.016311,0.007806
nd͡zb,3,0,6,0.000000,0.000424,0.000424,0.000000
nd͡zbr,4,0,1,0.000000,0.000071,0.000071,0.000000
nd͡zd,3,0,1,0.000000,0.000071,0.000071,0.000000
nd͡zd͡ʒ,3,0,2,0.000000,0.000141,0.000141,0.000000
nd͡zf,3,0,10,0.000000,0.000707,0.000707,0.000000
nd͡zg,3,0,1,0.000000,0.000071,0.000071,0.000000
nd͡zgr,4,0,1,0.000000,0.000071,0.000071,0.000000
nd͡zh,3,0,9,0.000000,0.000636,0.000636,0.000000
nd͡zj,3,0,1,0.000000,0.000071,0.000071,0.000000
nd͡zl,3,1,3,0.000064,0.000212,0.000276,0.230941
nd͡zm,3,0,6,0.000000,0.000424,0.000424,0.000000
nd͡zn,3,0,7,0.000000,0.000495,0.000495,0.000000
nd͡zp,3,0,1,0.000000,0.000071,0.000071,0.000000
nd͡zs,3,0,4,0.000000,0.000283,0.000283,0.000000
nd͡zst,4,0,1,0.000000,0.000071,0.000071,0.000000
nd͡zt,3,0,9,0.000000,0.000636,0.000636,0.000000
nd͡ztr,4,0,2,0.000000,0.000141,0.000141,0.000000
nd͡zv,3,1,0,0.000064,0.000000,0.000064,1.000000
nd͡zw,3,0,14,0.000000,0.000989,0.000989,0.000000
nd͡zð,3,0,7,0.000000,0.000495,0.000495,0.000000
nd͡zʃ,3,0,1,0.000000,0.000071,0.000071,0.000000
nd͡ʒ,2,45,372,0.002865,0.026290,0.029155,0.098268
nd͡ʒb,3,0,4,0.000000,0.000283,0.000283,0.000000
nd͡ʒd,3,0,34,0.000000,0.002403,0.002403,0.000000
nd͡ʒdb,4,0,2,0.000000,0.000141,0.000141,0.000000
nd͡ʒdd,4,0,1,0.000000,0.000071,0.000071,0.000000
nd͡ʒdf,4,0,1,0.000000,0.000071,0.000071,0.000000
nd͡ʒdj,4,0,2,0.000000,0.000141,0.000141,0.000000
nd͡ʒdk,4,0,1,0.000000,0.000071,0.000071,0.000000
nd͡ʒdkl,5,0,1,0.000000,0.000071,0.000071,0.000000
nd͡ʒdm,4,0,1,0.000000,0.000071,0.000071,0.000000
nd͡ʒdr,4,0,1,0.000000,0.000071,0.000071,0.000000
nd͡ʒds,4,0,1,0.000000,0.000071,0.000071,0.000000
nd͡ʒdw,4,0,3,0.000000,0.000212,0.000212,0.000000
nd͡ʒdð,4,0,3,0.000000,0.000212,0.000212,0.000000
nd͡ʒd͡ʒ,3,0,2,0.000000,0.000141,0.000141,0.000000
nd͡ʒf,3,0,7,0.000000,0.000495,0.000495,0.000000
nd͡ʒfr,4,0,2,0.000000,0.000141,0.000141,0.000000
nd͡ʒh,3,0,5,0.000000,0.000353,0.000353,0.000000
nd͡ʒj,3,0,1,0.000000,0.000071,0.000071,0.000000
nd͡ʒk,3,0,10,0.000000,0.000707,0.000707,0.000000
nd͡ʒkl,4,0,2,0.000000,0.000141,0.000141,0.000000
nd͡ʒkw,4,0,1,0.000000,0.000071,0.000071,0.000000
nd͡ʒl,3,0,6,0.000000,0.000424,0.000424,0.000000
nd͡ʒm,3,0,2,0.000000,0.000141,0.000141,0.000000
nd͡ʒn,3,0,1,0.000000,0.000071,0.000071,0.000000
nd͡ʒp,3,0,3,0.000000,0.000212,0.000212,0.000000
nd͡ʒpl,4,0,2,0.000000,0.000141,0.000141,0.000000
nd͡ʒpr,4,0,1,0.000000,0.000071,0.000071,0.000000
nd͡ʒr,3,0,2,0.000000,0.000141,0.000141,0.000000
nd͡ʒs,3,0,3,0.000000,0.000212,0.000212,0.000000
nd͡ʒsl,4,0,1,0.000000,0.000071,0.000071,0.000000
nd͡ʒsw,4,0,1,0.000000,0.000071,0.000071,0.000000
nd͡ʒt,3,0,4,0.000000,0.000283,0.000283,0.000000
nd͡ʒv,3,0,2,0.000000,0.000141,0.000141,0.000000
nd͡ʒw,3,0,2,0.000000,0.000141,0.000141,0.000000
nd͡ʒð,3,0,1,0.000000,0.000071,0.000071,0.000000
nd͡ʒʃ,3,0,2,0.000000,0.000141,0.000141,0.000000
nd͡ʒθ,3,0,3,0.000000,0.000212,0.000212,0.000000
ndθ,3,0,16,0.000000,0.001131,0.001131,0.000000
ndθr,4,0,8,0.000000,0.000565,0.000565,0.000000
nf,2,325,436,0.020691,0.030813,0.051504,0.401743
nfj,3,0,14,0.000000,0.000989,0.000989,0.000000
nfk,3,5,0,0.000318,0.000000,0.000318,1.000000
nfl,3,26,39,0.001655,0.002756,0.004411,0.375227
nfp,3,5,0,0.000318,0.000000,0.000318,1.000000
nfpr,4,1,0,0.000064,0.000000,0.000064,1.000000
nfpʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
nfr,3,13,116,0.000828,0.008198,0.009026,0.091702
nfs,3,10,0,0.000637,0.000000,0.000637,1.000000
nfsk,4,1,0,0.000064,0.000000,0.000064,1.000000
nfsp,4,4,0,0.000255,0.000000,0.000255,1.000000
nfst,4,3,0,0.000191,0.000000,0.000191,1.000000
nfstʃ,5,1,0,0.000064,0.000000,0.000064,1.000000
nft,3,8,0,0.000509,0.000000,0.000509,1.000000
nftk,4,1,0,0.000064,0.000000,0.000064,1.000000
nft͡s,3,2,0,0.000127,0.000000,0.000127,1.000000
nft͡ʃ,3,4,0,0.000255,0.000000,0.000255,1.000000
nfʃ,3,8,0,0.000509,0.000000,0.000509,1.000000
nfʃp,4,1,0,0.000064,0.000000,0.000064,1.000000
nfʃt͡ʃ,4,2,0,0.000127,0.000000,0.000127,1.000000
ng,2,273,122,0.017381,0.008622,0.026003,0.668423
ngd,3,5,0,0.000318,0.000000,0.000318,1.000000
ngdv,4,2,0,0.000127,0.000000,0.000127,1.000000
ngdz,4,1,0,0.000064,0.000000,0.000064,1.000000
ngg,3,2,0,0.000127,0.000000,0.000127,1.000000
nggr,4,1,0,0.000064,0.000000,0.000064,1.000000
nggɣ,4,1,0,0.000064,0.000000,0.000064,1.000000
ngj,3,1,0,0.000064,0.000000,0.000064,1.000000
ngl,3,16,5,0.001019,0.000353,0.001372,0.742453
nglj,4,3,0,0.000191,0.000000,0.000191,1.000000
ngr,3,21,30,0.001337,0.002120,0.003457,0.386733
ngv,3,9,0,0.000573,0.000000,0.000573,1.000000
ngw,3,1,0,0.000064,0.000000,0.000064,1.000000
ngz,3,5,0,0.000318,0.000000,0.000318,1.000000
ngzz,4,1,0,0.000064,0.000000,0.000064,1.000000
ngzɣ,4,1,0,0.000064,0.000000,0.000064,1.000000
ngzɲ,4,1,0,0.000064,0.000000,0.000064,1.000000
ngɣ,3,6,0,0.000382,0.000000,0.000382,1.000000
ngɲ,3,1,0,0.000064,0.000000,0.000064,1.000000
nh,2,0,401,0.000000,0.028339,0.028339,0.000000
nhj,3,0,5,0.000000,0.000353,0.000353,0.000000
nj,2,69,571,0.004393,0.040353,0.044746,0.098174
nk,2,1614,393,0.102757,0.027774,0.130531,0.787223
nkf,3,5,0,0.000318,0.000000,0.000318,1.000000
nkfp,4,1,0,0.000064,0.000000,0.000064,1.000000
nkj,3,1,1,0.000064,0.000071,0.000134,0.473926
nkk,3,5,0,0.000318,0.000000,0.000318,1.000000
nkl,3,20,61,0.001273,0.004311,0.005584,0.228019
nkn,3,5,0,0.000318,0.000000,0.000318,1.000000
nkp,3,10,0,0.000637,0.000000,0.000637,1.000000
nkpl,4,2,0,0.000127,0.000000,0.000127,1.000000
nkpʃ,4,4,0,0.000255,0.000000,0.000255,1.000000
nkr,3,41,50,0.002610,0.003534,0.006144,0.424863
nks,3,17,0,0.001082,0.000000,0.001082,1.000000
nksp,4,1,0,0.000064,0.000000,0.000064,1.000000
nkst,4,13,0,0.000828,0.000000,0.000828,1.000000
nkstr,5,1,0,0.000064,0.000000,0.000064,1.000000
nkt,3,79,0,0.005030,0.000000,0.005030,1.000000
nktp,4,3,0,0.000191,0.000000,0.000191,1.000000
nkts,4,1,0,0.000064,0.000000,0.000064,1.000000
nkt͡s,3,73,0,0.004648,0.000000,0.004648,1.000000
nkt͡sj,4,71,0,0.004520,0.000000,0.004520,1.000000
nkt͡ʃ,3,10,0,0.000637,0.000000,0.000637,1.000000
nkw,3,0,19,0.000000,0.001343,0.001343,0.000000
nkʃ,3,6,0,0.000382,0.000000,0.000382,1.000000
nl,2,34,377,0.002165,0.026643,0.028808,0.075141
nm,2,80,338,0.005093,0.023887,0.028980,0.175750
nmj,3,0,2,0.000000,0.000141,0.000141,0.000000
nmw,3,1,0,0.000064,0.000000,0.000064,1.000000
nmɲ,3,1,0,0.000064,0.000000,0.000064,1.000000
nn,2,977,124,0.062202,0.008763,0.070965,0.876513
nnj,3,1,14,0.000064,0.000989,0.001053,0.060458
nnv,3,1,0,0.000064,0.000000,0.000064,1.000000
nnz,3,1,0,0.000064,0.000000,0.000064,1.000000
nnzb,4,1,0,0.000064,0.000000,0.000064,1.000000
nnzbr,5,1,0,0.000064,0.000000,0.000064,1.000000
nnɲ,3,1,0,0.000064,0.000000,0.000064,1.000000
np,2,140,237,0.008913,0.016749,0.025662,0.347327
npj,3,0,2,0.000000,0.000141,0.000141,0.000000
npl,3,2,54,0.000127,0.003816,0.003944,0.032288
npr,3,21,32,0.001337,0.002261,0.003598,0.371542
npt,3,1,0,0.000064,0.000000,0.000064,1.000000
npw,3,2,0,0.000127,0.000000,0.000127,1.000000
npʃ,3,24,0,0.001528,0.000000,0.001528,1.000000
nr,2,55,187,0.003502,0.013216,0.016717,0.209463
ns,2,805,1641,0.051251,0.115972,0.167223,0.306484
nsb,3,0,12,0.000000,0.000848,0.000848,0.000000
nsd,3,0,8,0.000000,0.000565,0.000565,0.000000
nsdr,4,0,1,0.000000,0.000071,0.000071,0.000000
nsd͡ʒ,3,0,1,0.000000,0.000071,0.000071,0.000000
nsf,3,11,29,0.000700,0.002049,0.002750,0.254683
nsfl,4,0,2,0.000000,0.000141,0.000141,0.000000
nsfr,4,0,2,0.000000,0.000141,0.000141,0.000000
nsg,3,0,3,0.000000,0.000212,0.000212,0.000000
nsgr,4,0,1,0.000000,0.000071,0.000071,0.000000
nsh,3,0,13,0.000000,0.000919,0.000919,0.000000
nsj,3,26,20,0.001655,0.001413,0.003069,0.539411
nsk,3,14,42,0.000891,0.002968,0.003860,0.230941
nskl,4,0,3,0.000000,0.000212,0.000212,0.000000
